split,word,final_number,final_name,source_type,source_set,source_file
train,drop,218,218.png,aug,aug_train_250,aug_train_250_drop.png
train,drop,219,219.png,aug,aug_train_251,aug_train_251_drop.png
train,drop,220,220.png,aug,aug_train_252,aug_train_252_drop.png
train,drop,221,221.png,aug,aug_train_253,aug_train_253_drop.png
train,drop,222,222.png,aug,aug_train_254,aug_train_254_drop.png
train,drop,223,223.png,aug,aug_train_255,aug_train_255_drop.png
train,drop,224,224.png,aug,aug_train_256,aug_train_256_drop.png
train,drop,225,225.png,aug,aug_train_257,aug_train_257_drop.png
train,drop,226,226.png,aug,aug_train_258,aug_train_258_drop.png
train,drop,227,227.png,aug,aug_train_259,aug_train_259_drop.png
train,drop,228,228.png,aug,aug_train_26,aug_train_26_drop.png
train,drop,229,229.png,aug,aug_train_260,aug_train_260_drop.png
train,drop,230,230.png,aug,aug_train_261,aug_train_261_drop.png
train,drop,231,231.png,aug,aug_train_262,aug_train_262_drop.png
train,drop,232,232.png,aug,aug_train_263,aug_train_263_drop.png
train,drop,233,233.png,aug,aug_train_264,aug_train_264_drop.png
train,drop,234,234.png,aug,aug_train_265,aug_train_265_drop.png
train,drop,235,235.png,aug,aug_train_266,aug_train_266_drop.png
train,drop,236,236.png,aug,aug_train_267,aug_train_267_drop.png
train,drop,237,237.png,aug,aug_train_268,aug_train_268_drop.png
train,drop,238,238.png,aug,aug_train_269,aug_train_269_drop.png
train,drop,239,239.png,aug,aug_train_27,aug_train_27_drop.png
train,drop,240,240.png,aug,aug_train_270,aug_train_270_drop.png
train,drop,241,241.png,aug,aug_train_271,aug_train_271_drop.png
train,drop,242,242.png,aug,aug_train_272,aug_train_272_drop.png
train,drop,243,243.png,aug,aug_train_273,aug_train_273_drop.png
train,drop,244,244.png,aug,aug_train_274,aug_train_274_drop.png
train,drop,245,245.png,aug,aug_train_275,aug_train_275_drop.png
train,drop,246,246.png,aug,aug_train_276,aug_train_276_drop.png
train,drop,247,247.png,aug,aug_train_277,aug_train_277_drop.png
train,drop,248,248.png,aug,aug_train_278,aug_train_278_drop.png
train,drop,249,249.png,aug,aug_train_279,aug_train_279_drop.png
train,drop,250,250.png,aug,aug_train_28,aug_train_28_drop.png
train,drop,251,251.png,aug,aug_train_280,aug_train_280_drop.png
train,drop,252,252.png,aug,aug_train_281,aug_train_281_drop.png
train,drop,253,253.png,aug,aug_train_282,aug_train_282_drop.png
train,drop,254,254.png,aug,aug_train_283,aug_train_283_drop.png
train,drop,255,255.png,aug,aug_train_284,aug_train_284_drop.png
train,drop,256,256.png,aug,aug_train_285,aug_train_285_drop.png
train,drop,257,257.png,aug,aug_train_286,aug_train_286_drop.png
train,drop,258,258.png,aug,aug_train_287,aug_train_287_drop.png
train,drop,259,259.png,aug,aug_train_288,aug_train_288_drop.png
train,drop,260,260.png,aug,aug_train_29,aug_train_29_drop.png
train,drop,261,261.png,aug,aug_train_30,aug_train_30_drop.png
train,drop,262,262.png,aug,aug_train_31,aug_train_31_drop.png
train,drop,263,263.png,aug,aug_train_32,aug_train_32_drop.png
train,drop,264,264.png,aug,aug_train_33,aug_train_33_drop.png
train,drop,265,265.png,aug,aug_train_34,aug_train_34_drop.png
train,drop,266,266.png,aug,aug_train_35,aug_train_35_drop.png
train,drop,267,267.png,aug,aug_train_36,aug_train_36_drop.png
train,drop,268,268.png,aug,aug_train_37,aug_train_37_drop.png
train,drop,269,269.png,aug,aug_train_38,aug_train_38_drop.png
train,drop,270,270.png,aug,aug_train_39,aug_train_39_drop.png
train,drop,271,271.png,aug,aug_train_40,aug_train_40_drop.png
train,drop,272,272.png,aug,aug_train_41,aug_train_41_drop.png
train,drop,273,273.png,aug,aug_train_42,aug_train_42_drop.png
train,drop,274,274.png,aug,aug_train_43,aug_train_43_drop.png
train,drop,275,275.png,aug,aug_train_44,aug_train_44_drop.png
train,drop,276,276.png,aug,aug_train_45,aug_train_45_drop.png
train,drop,277,277.png,aug,aug_train_46,aug_train_46_drop.png
train,drop,278,278.png,aug,aug_train_47,aug_train_47_drop.png
train,drop,279,279.png,aug,aug_train_48,aug_train_48_drop.png
train,drop,280,280.png,aug,aug_train_49,aug_train_49_drop.png
train,drop,281,281.png,aug,aug_train_50,aug_train_50_drop.png
train,drop,282,282.png,aug,aug_train_51,aug_train_51_drop.png
train,drop,283,283.png,aug,aug_train_52,aug_train_52_drop.png
train,drop,284,284.png,aug,aug_train_53,aug_train_53_drop.png
train,drop,285,285.png,aug,aug_train_54,aug_train_54_drop.png
train,drop,286,286.png,aug,aug_train_55,aug_train_55_drop.png
train,drop,287,287.png,aug,aug_train_56,aug_train_56_drop.png
train,drop,288,288.png,aug,aug_train_57,aug_train_57_drop.png
train,drop,289,289.png,aug,aug_train_58,aug_train_58_drop.png
train,drop,290,290.png,aug,aug_train_59,aug_train_59_drop.png
train,drop,291,291.png,aug,aug_train_60,aug_train_60_drop.png
train,drop,292,292.png,aug,aug_train_61,aug_train_61_drop.png
train,drop,293,293.png,aug,aug_train_62,aug_train_62_drop.png
train,drop,294,294.png,aug,aug_train_63,aug_train_63_drop.png
train,drop,295,295.png,aug,aug_train_64,aug_train_64_drop.png
train,drop,296,296.png,aug,aug_train_65,aug_train_65_drop.png
train,drop,297,297.png,aug,aug_train_66,aug_train_66_drop.png
train,drop,298,298.png,aug,aug_train_67,aug_train_67_drop.png
train,drop,299,299.png,aug,aug_train_68,aug_train_68_drop.png
train,drop,300,300.png,aug,aug_train_69,aug_train_69_drop.png
train,drop,301,301.png,aug,aug_train_70,aug_train_70_drop.png
train,drop,302,302.png,aug,aug_train_71,aug_train_71_drop.png
train,drop,303,303.png,aug,aug_train_72,aug_train_72_drop.png
train,drop,304,304.png,aug,aug_train_73,aug_train_73_drop.png
train,drop,305,305.png,aug,aug_train_74,aug_train_74_drop.png
train,drop,306,306.png,aug,aug_train_75,aug_train_75_drop.png
train,drop,307,307.png,aug,aug_train_76,aug_train_76_drop.png
train,drop,308,308.png,aug,aug_train_77,aug_train_77_drop.png
train,drop,309,309.png,aug,aug_train_78,aug_train_78_drop.png
train,drop,310,310.png,aug,aug_train_79,aug_train_79_drop.png
train,drop,311,311.png,aug,aug_train_80,aug_train_80_drop.png
train,drop,312,312.png,aug,aug_train_81,aug_train_81_drop.png
train,drop,313,313.png,aug,aug_train_82,aug_train_82_drop.png
train,drop,314,314.png,aug,aug_train_83,aug_train_83_drop.png
train,drop,315,315.png,aug,aug_train_84,aug_train_84_drop.png
train,drop,316,316.png,aug,aug_train_85,aug_train_85_drop.png
train,drop,317,317.png,aug,aug_train_86,aug_train_86_drop.png
train,drop,318,318.png,aug,aug_train_87,aug_train_87_drop.png
train,drop,319,319.png,aug,aug_train_88,aug_train_88_drop.png
train,drop,320,320.png,aug,aug_train_89,aug_train_89_drop.png
train,drop,321,321.png,aug,aug_train_90,aug_train_90_drop.png
train,drop,322,322.png,aug,aug_train_91,aug_train_91_drop.png
train,drop,323,323.png,aug,aug_train_92,aug_train_92_drop.png
train,drop,324,324.png,aug,aug_train_93,aug_train_93_drop.png
train,drop,325,325.png,aug,aug_train_94,aug_train_94_drop.png
train,drop,326,326.png,aug,aug_train_95,aug_train_95_drop.png
train,drop,327,327.png,aug,aug_train_96,aug_train_96_drop.png
train,drop,328,328.png,aug,aug_train_97,aug_train_97_drop.png
train,drop,329,329.png,aug,aug_train_98,aug_train_98_drop.png
train,drop,330,330.png,aug,aug_train_99,aug_train_99_drop.png
train,eat,1,001.png,real,set_01,set_01_eat.png
train,eat,2,002.png,real,set_02,set_02_eat.png
train,eat,3,003.png,real,set_03,set_03_eat.png
train,eat,4,004.png,real,set_04,set_04_eat.png
train,eat,5,005.png,real,set_05,set_05_eat.png
train,eat,6,006.png,real,set_06,set_06_eat.png
train,eat,7,007.png,real,set_07,set_07_eat.png
train,eat,8,008.png,real,set_08,set_08_eat.png
train,eat,9,009.png,real,set_12,set_12_eat.png
train,eat,10,010.png,real,set_13,set_13_eat.png
train,eat,11,011.png,real,set_14,set_14_eat.png
train,eat,12,012.png,real,set_16,set_16_eat.png
train,eat,13,013.png,real,set_17,set_17_eat.png
train,eat,14,014.png,real,set_19,set_19_eat.png
train,eat,15,015.png,real,set_20,set_20_eat.png
train,eat,16,016.png,real,set_21,set_21_eat.png
train,eat,17,017.png,real,set_22,set_22_eat.png
train,eat,18,018.png,real,set_24,set_24_eat.png
train,eat,19,019.png,real,set_25,set_25_eat.png
train,eat,20,020.png,real,set_28,set_28_eat.png
train,eat,21,021.png,real,set_29,set_29_eat.png
train,eat,22,022.png,real,set_31,set_31_eat.png
train,eat,23,023.png,real,set_32,set_32_eat.png
train,eat,24,024.png,real,set_33,set_33_eat.png
train,eat,25,025.png,real,set_35,set_35_eat.png
train,eat,26,026.png,real,set_37,set_37_eat.png
train,eat,27,027.png,real,set_38,set_38_eat.png
train,eat,28,028.png,real,set_39,set_39_eat.png
train,eat,29,029.png,real,set_40,set_40_eat.png
train,eat,30,030.png,real,set_42,set_42_eat.png
train,eat,31,031.png,real,set_43,set_43_eat.png
train,eat,32,032.png,real,set_45,set_45_eat.png
train,eat,33,033.png,real,set_46,set_46_eat.png
train,eat,34,034.png,real,set_47,set_47_eat.png
train,eat,35,035.png,real,set_48,set_48_eat.png
train,eat,36,036.png,real,set_49,set_49_eat.png
train,eat,37,037.png,real,set_52,set_52_eat.png
train,eat,38,038.png,real,set_54,set_54_eat.png
train,eat,39,039.png,real,set_55,set_55_eat.png
train,eat,40,040.png,real,set_56,set_56_eat.png
train,eat,41,041.png,real,set_58,set_58_eat.png
train,eat,42,042.png,real,set_59,set_59_eat.png
train,eat,43,043.png,aug,aug_train_01,aug_train_01_eat.png
train,eat,44,044.png,aug,aug_train_02,aug_train_02_eat.png
train,eat,45,045.png,aug,aug_train_03,aug_train_03_eat.png
train,eat,46,046.png,aug,aug_train_04,aug_train_04_eat.png
train,eat,47,047.png,aug,aug_train_05,aug_train_05_eat.png
train,eat,48,048.png,aug,aug_train_06,aug_train_06_eat.png
train,eat,49,049.png,aug,aug_train_07,aug_train_07_eat.png
train,eat,50,050.png,aug,aug_train_08,aug_train_08_eat.png
train,eat,51,051.png,aug,aug_train_09,aug_train_09_eat.png
train,eat,52,052.png,aug,aug_train_10,aug_train_10_eat.png
train,eat,53,053.png,aug,aug_train_100,aug_train_100_eat.png
train,eat,54,054.png,aug,aug_train_101,aug_train_101_eat.png
train,eat,55,055.png,aug,aug_train_102,aug_train_102_eat.png
train,eat,56,056.png,aug,aug_train_103,aug_train_103_eat.png
train,eat,57,057.png,aug,aug_train_104,aug_train_104_eat.png
train,eat,58,058.png,aug,aug_train_105,aug_train_105_eat.png
train,eat,59,059.png,aug,aug_train_106,aug_train_106_eat.png
train,eat,60,060.png,aug,aug_train_107,aug_train_107_eat.png
train,eat,61,061.png,aug,aug_train_108,aug_train_108_eat.png
train,eat,62,062.png,aug,aug_train_109,aug_train_109_eat.png
train,eat,63,063.png,aug,aug_train_11,aug_train_11_eat.png
train,eat,64,064.png,aug,aug_train_110,aug_train_110_eat.png
train,eat,65,065.png,aug,aug_train_111,aug_train_111_eat.png
train,eat,66,066.png,aug,aug_train_112,aug_train_112_eat.png
train,eat,67,067.png,aug,aug_train_113,aug_train_113_eat.png
train,eat,68,068.png,aug,aug_train_114,aug_train_114_eat.png
train,eat,69,069.png,aug,aug_train_115,aug_train_115_eat.png
train,eat,70,070.png,aug,aug_train_116,aug_train_116_eat.png
train,eat,71,071.png,aug,aug_train_117,aug_train_117_eat.png
train,eat,72,072.png,aug,aug_train_118,aug_train_118_eat.png
train,eat,73,073.png,aug,aug_train_119,aug_train_119_eat.png
train,eat,74,074.png,aug,aug_train_12,aug_train_12_eat.png
train,eat,75,075.png,aug,aug_train_120,aug_train_120_eat.png
train,eat,76,076.png,aug,aug_train_121,aug_train_121_eat.png
train,eat,77,077.png,aug,aug_train_122,aug_train_122_eat.png
train,eat,78,078.png,aug,aug_train_123,aug_train_123_eat.png
train,eat,79,079.png,aug,aug_train_124,aug_train_124_eat.png
train,eat,80,080.png,aug,aug_train_125,aug_train_125_eat.png
train,eat,81,081.png,aug,aug_train_126,aug_train_126_eat.png
train,eat,82,082.png,aug,aug_train_127,aug_train_127_eat.png
train,eat,83,083.png,aug,aug_train_128,aug_train_128_eat.png
train,eat,84,084.png,aug,aug_train_129,aug_train_129_eat.png
train,eat,85,085.png,aug,aug_train_13,aug_train_13_eat.png
train,eat,86,086.png,aug,aug_train_130,aug_train_130_eat.png
train,eat,87,087.png,aug,aug_train_131,aug_train_131_eat.png
train,eat,88,088.png,aug,aug_train_132,aug_train_132_eat.png
train,eat,89,089.png,aug,aug_train_133,aug_train_133_eat.png
train,eat,90,090.png,aug,aug_train_134,aug_train_134_eat.png
train,eat,91,091.png,aug,aug_train_135,aug_train_135_eat.png
train,eat,92,092.png,aug,aug_train_136,aug_train_136_eat.png
train,eat,93,093.png,aug,aug_train_137,aug_train_137_eat.png
train,eat,94,094.png,aug,aug_train_138,aug_train_138_eat.png
train,eat,95,095.png,aug,aug_train_139,aug_train_139_eat.png
train,eat,96,096.png,aug,aug_train_14,aug_train_14_eat.png
train,eat,97,097.png,aug,aug_train_140,aug_train_140_eat.png
train,eat,98,098.png,aug,aug_train_141,aug_train_141_eat.png
train,eat,99,099.png,aug,aug_train_142,aug_train_142_eat.png
train,eat,100,100.png,aug,aug_train_143,aug_train_143_eat.png
train,eat,101,101.png,aug,aug_train_144,aug_train_144_eat.png
train,eat,102,102.png,aug,aug_train_145,aug_train_145_eat.png
train,eat,103,103.png,aug,aug_train_146,aug_train_146_eat.png
train,eat,104,104.png,aug,aug_train_147,aug_train_147_eat.png
train,eat,105,105.png,aug,aug_train_148,aug_train_148_eat.png
train,eat,106,106.png,aug,aug_train_149,aug_train_149_eat.png
train,eat,107,107.png,aug,aug_train_15,aug_train_15_eat.png
train,eat,108,108.png,aug,aug_train_150,aug_train_150_eat.png
train,eat,109,109.png,aug,aug_train_151,aug_train_151_eat.png
train,eat,110,110.png,aug,aug_train_152,aug_train_152_eat.png
train,eat,111,111.png,aug,aug_train_153,aug_train_153_eat.png
train,eat,112,112.png,aug,aug_train_154,aug_train_154_eat.png
train,eat,113,113.png,aug,aug_train_155,aug_train_155_eat.png
train,eat,114,114.png,aug,aug_train_156,aug_train_156_eat.png
train,eat,115,115.png,aug,aug_train_157,aug_train_157_eat.png
train,eat,116,116.png,aug,aug_train_158,aug_train_158_eat.png
train,eat,117,117.png,aug,aug_train_159,aug_train_159_eat.png
train,eat,118,118.png,aug,aug_train_16,aug_train_16_eat.png
train,eat,119,119.png,aug,aug_train_160,aug_train_160_eat.png
train,eat,120,120.png,aug,aug_train_161,aug_train_161_eat.png
train,eat,121,121.png,aug,aug_train_162,aug_train_162_eat.png
train,eat,122,122.png,aug,aug_train_163,aug_train_163_eat.png
train,eat,123,123.png,aug,aug_train_164,aug_train_164_eat.png
train,eat,124,124.png,aug,aug_train_165,aug_train_165_eat.png
train,eat,125,125.png,aug,aug_train_166,aug_train_166_eat.png
train,eat,126,126.png,aug,aug_train_167,aug_train_167_eat.png
train,eat,127,127.png,aug,aug_train_168,aug_train_168_eat.png
train,eat,128,128.png,aug,aug_train_169,aug_train_169_eat.png
train,eat,129,129.png,aug,aug_train_17,aug_train_17_eat.png
train,eat,130,130.png,aug,aug_train_170,aug_train_170_eat.png
train,eat,131,131.png,aug,aug_train_171,aug_train_171_eat.png
train,eat,132,132.png,aug,aug_train_172,aug_train_172_eat.png
train,eat,133,133.png,aug,aug_train_173,aug_train_173_eat.png
train,eat,134,134.png,aug,aug_train_174,aug_train_174_eat.png
train,eat,135,135.png,aug,aug_train_175,aug_train_175_eat.png
train,eat,136,136.png,aug,aug_train_176,aug_train_176_eat.png
train,eat,137,137.png,aug,aug_train_177,aug_train_177_eat.png
train,eat,138,138.png,aug,aug_train_178,aug_train_178_eat.png
train,eat,139,139.png,aug,aug_train_179,aug_train_179_eat.png
train,eat,140,140.png,aug,aug_train_18,aug_train_18_eat.png
train,eat,141,141.png,aug,aug_train_180,aug_train_180_eat.png
train,eat,142,142.png,aug,aug_train_181,aug_train_181_eat.png
train,eat,143,143.png,aug,aug_train_182,aug_train_182_eat.png
train,eat,144,144.png,aug,aug_train_183,aug_train_183_eat.png
train,eat,145,145.png,aug,aug_train_184,aug_train_184_eat.png
train,eat,146,146.png,aug,aug_train_185,aug_train_185_eat.png
train,eat,147,147.png,aug,aug_train_186,aug_train_186_eat.png
train,eat,148,148.png,aug,aug_train_187,aug_train_187_eat.png
train,eat,149,149.png,aug,aug_train_188,aug_train_188_eat.png
train,eat,150,150.png,aug,aug_train_189,aug_train_189_eat.png
train,eat,151,151.png,aug,aug_train_19,aug_train_19_eat.png
train,eat,152,152.png,aug,aug_train_190,aug_train_190_eat.png
train,eat,153,153.png,aug,aug_train_191,aug_train_191_eat.png
train,eat,154,154.png,aug,aug_train_192,aug_train_192_eat.png
train,eat,155,155.png,aug,aug_train_193,aug_train_193_eat.png
train,eat,156,156.png,aug,aug_train_194,aug_train_194_eat.png
train,eat,157,157.png,aug,aug_train_195,aug_train_195_eat.png
train,eat,158,158.png,aug,aug_train_196,aug_train_196_eat.png
train,eat,159,159.png,aug,aug_train_197,aug_train_197_eat.png
train,eat,160,160.png,aug,aug_train_198,aug_train_198_eat.png
train,eat,161,161.png,aug,aug_train_199,aug_train_199_eat.png
train,eat,162,162.png,aug,aug_train_20,aug_train_20_eat.png
train,eat,163,163.png,aug,aug_train_200,aug_train_200_eat.png
train,eat,164,164.png,aug,aug_train_201,aug_train_201_eat.png
train,eat,165,165.png,aug,aug_train_202,aug_train_202_eat.png
train,eat,166,166.png,aug,aug_train_203,aug_train_203_eat.png
train,eat,167,167.png,aug,aug_train_204,aug_train_204_eat.png
train,eat,168,168.png,aug,aug_train_205,aug_train_205_eat.png
train,eat,169,169.png,aug,aug_train_206,aug_train_206_eat.png
train,eat,170,170.png,aug,aug_train_207,aug_train_207_eat.png
train,eat,171,171.png,aug,aug_train_208,aug_train_208_eat.png
train,eat,172,172.png,aug,aug_train_209,aug_train_209_eat.png
train,eat,173,173.png,aug,aug_train_21,aug_train_21_eat.png
train,eat,174,174.png,aug,aug_train_210,aug_train_210_eat.png
train,eat,175,175.png,aug,aug_train_211,aug_train_211_eat.png
train,eat,176,176.png,aug,aug_train_212,aug_train_212_eat.png
train,eat,177,177.png,aug,aug_train_213,aug_train_213_eat.png
train,eat,178,178.png,aug,aug_train_214,aug_train_214_eat.png
train,eat,179,179.png,aug,aug_train_215,aug_train_215_eat.png
train,eat,180,180.png,aug,aug_train_216,aug_train_216_eat.png
train,eat,181,181.png,aug,aug_train_217,aug_train_217_eat.png
train,eat,182,182.png,aug,aug_train_218,aug_train_218_eat.png
train,eat,183,183.png,aug,aug_train_219,aug_train_219_eat.png
train,eat,184,184.png,aug,aug_train_22,aug_train_22_eat.png
train,eat,185,185.png,aug,aug_train_220,aug_train_220_eat.png
train,eat,186,186.png,aug,aug_train_221,aug_train_221_eat.png
train,eat,187,187.png,aug,aug_train_222,aug_train_222_eat.png
train,eat,188,188.png,aug,aug_train_223,aug_train_223_eat.png
train,eat,189,189.png,aug,aug_train_224,aug_train_224_eat.png
train,eat,190,190.png,aug,aug_train_225,aug_train_225_eat.png
train,eat,191,191.png,aug,aug_train_226,aug_train_226_eat.png
train,eat,192,192.png,aug,aug_train_227,aug_train_227_eat.png
train,eat,193,193.png,aug,aug_train_228,aug_train_228_eat.png
train,eat,194,194.png,aug,aug_train_229,aug_train_229_eat.png
train,eat,195,195.png,aug,aug_train_23,aug_train_23_eat.png
train,eat,196,196.png,aug,aug_train_230,aug_train_230_eat.png
train,eat,197,197.png,aug,aug_train_231,aug_train_231_eat.png
train,eat,198,198.png,aug,aug_train_232,aug_train_232_eat.png
train,eat,199,199.png,aug,aug_train_233,aug_train_233_eat.png
train,eat,200,200.png,aug,aug_train_234,aug_train_234_eat.png
train,eat,201,201.png,aug,aug_train_235,aug_train_235_eat.png
train,eat,202,202.png,aug,aug_train_236,aug_train_236_eat.png
train,eat,203,203.png,aug,aug_train_237,aug_train_237_eat.png
train,eat,204,204.png,aug,aug_train_238,aug_train_238_eat.png
train,eat,205,205.png,aug,aug_train_239,aug_train_239_eat.png
train,eat,206,206.png,aug,aug_train_24,aug_train_24_eat.png
train,eat,207,207.png,aug,aug_train_240,aug_train_240_eat.png
train,eat,208,208.png,aug,aug_train_241,aug_train_241_eat.png
train,eat,209,209.png,aug,aug_train_242,aug_train_242_eat.png
train,eat,210,210.png,aug,aug_train_243,aug_train_243_eat.png
train,eat,211,211.png,aug,aug_train_244,aug_train_244_eat.png
train,eat,212,212.png,aug,aug_train_245,aug_train_245_eat.png
train,eat,213,213.png,aug,aug_train_246,aug_train_246_eat.png
train,eat,214,214.png,aug,aug_train_247,aug_train_247_eat.png
train,eat,215,215.png,aug,aug_train_248,aug_train_248_eat.png
train,eat,216,216.png,aug,aug_train_249,aug_train_249_eat.png
train,eat,217,217.png,aug,aug_train_25,aug_train_25_eat.png
train,eat,218,218.png,aug,aug_train_250,aug_train_250_eat.png
train,eat,219,219.png,aug,aug_train_251,aug_train_251_eat.png
train,eat,220,220.png,aug,aug_train_252,aug_train_252_eat.png
train,eat,221,221.png,aug,aug_train_253,aug_train_253_eat.png
train,eat,222,222.png,aug,aug_train_254,aug_train_254_eat.png
train,eat,223,223.png,aug,aug_train_255,aug_train_255_eat.png
train,eat,224,224.png,aug,aug_train_256,aug_train_256_eat.png
train,eat,225,225.png,aug,aug_train_257,aug_train_257_eat.png
train,eat,226,226.png,aug,aug_train_258,aug_train_258_eat.png
train,eat,227,227.png,aug,aug_train_259,aug_train_259_eat.png
train,eat,228,228.png,aug,aug_train_26,aug_train_26_eat.png
train,eat,229,229.png,aug,aug_train_260,aug_train_260_eat.png
train,eat,230,230.png,aug,aug_train_261,aug_train_261_eat.png
train,eat,231,231.png,aug,aug_train_262,aug_train_262_eat.png
train,eat,232,232.png,aug,aug_train_263,aug_train_263_eat.png
train,eat,233,233.png,aug,aug_train_264,aug_train_264_eat.png
train,eat,234,234.png,aug,aug_train_265,aug_train_265_eat.png
train,eat,235,235.png,aug,aug_train_266,aug_train_266_eat.png
train,eat,236,236.png,aug,aug_train_267,aug_train_267_eat.png
train,eat,237,237.png,aug,aug_train_268,aug_train_268_eat.png
train,eat,238,238.png,aug,aug_train_269,aug_train_269_eat.png
train,eat,239,239.png,aug,aug_train_27,aug_train_27_eat.png
train,eat,240,240.png,aug,aug_train_270,aug_train_270_eat.png
train,eat,241,241.png,aug,aug_train_271,aug_train_271_eat.png
train,eat,242,242.png,aug,aug_train_272,aug_train_272_eat.png
train,eat,243,243.png,aug,aug_train_273,aug_train_273_eat.png
train,eat,244,244.png,aug,aug_train_274,aug_train_274_eat.png
train,eat,245,245.png,aug,aug_train_275,aug_train_275_eat.png
train,eat,246,246.png,aug,aug_train_276,aug_train_276_eat.png
train,eat,247,247.png,aug,aug_train_277,aug_train_277_eat.png
train,eat,248,248.png,aug,aug_train_278,aug_train_278_eat.png
train,eat,249,249.png,aug,aug_train_279,aug_train_279_eat.png
train,eat,250,250.png,aug,aug_train_28,aug_train_28_eat.png
train,eat,251,251.png,aug,aug_train_280,aug_train_280_eat.png
train,eat,252,252.png,aug,aug_train_281,aug_train_281_eat.png
train,eat,253,253.png,aug,aug_train_282,aug_train_282_eat.png
train,eat,254,254.png,aug,aug_train_283,aug_train_283_eat.png
train,eat,255,255.png,aug,aug_train_284,aug_train_284_eat.png
train,eat,256,256.png,aug,aug_train_285,aug_train_285_eat.png
train,eat,257,257.png,aug,aug_train_286,aug_train_286_eat.png
train,eat,258,258.png,aug,aug_train_287,aug_train_287_eat.png
train,eat,259,259.png,aug,aug_train_288,aug_train_288_eat.png
train,eat,260,260.png,aug,aug_train_29,aug_train_29_eat.png
train,eat,261,261.png,aug,aug_train_30,aug_train_30_eat.png
train,eat,262,262.png,aug,aug_train_31,aug_train_31_eat.png
train,eat,263,263.png,aug,aug_train_32,aug_train_32_eat.png
train,eat,264,264.png,aug,aug_train_33,aug_train_33_eat.png
train,eat,265,265.png,aug,aug_train_34,aug_train_34_eat.png
train,eat,266,266.png,aug,aug_train_35,aug_train_35_eat.png
train,eat,267,267.png,aug,aug_train_36,aug_train_36_eat.png
train,eat,268,268.png,aug,aug_train_37,aug_train_37_eat.png
train,eat,269,269.png,aug,aug_train_38,aug_train_38_eat.png
train,eat,270,270.png,aug,aug_train_39,aug_train_39_eat.png
train,eat,271,271.png,aug,aug_train_40,aug_train_40_eat.png
train,eat,272,272.png,aug,aug_train_41,aug_train_41_eat.png
train,eat,273,273.png,aug,aug_train_42,aug_train_42_eat.png
train,eat,274,274.png,aug,aug_train_43,aug_train_43_eat.png
train,eat,275,275.png,aug,aug_train_44,aug_train_44_eat.png
train,eat,276,276.png,aug,aug_train_45,aug_train_45_eat.png
train,eat,277,277.png,aug,aug_train_46,aug_train_46_eat.png
train,eat,278,278.png,aug,aug_train_47,aug_train_47_eat.png
train,eat,279,279.png,aug,aug_train_48,aug_train_48_eat.png
train,eat,280,280.png,aug,aug_train_49,aug_train_49_eat.png
train,eat,281,281.png,aug,aug_train_50,aug_train_50_eat.png
train,eat,282,282.png,aug,aug_train_51,aug_train_51_eat.png
train,eat,283,283.png,aug,aug_train_52,aug_train_52_eat.png
train,eat,284,284.png,aug,aug_train_53,aug_train_53_eat.png
train,eat,285,285.png,aug,aug_train_54,aug_train_54_eat.png
train,eat,286,286.png,aug,aug_train_55,aug_train_55_eat.png
train,eat,287,287.png,aug,aug_train_56,aug_train_56_eat.png
train,eat,288,288.png,aug,aug_train_57,aug_train_57_eat.png
train,eat,289,289.png,aug,aug_train_58,aug_train_58_eat.png
train,eat,290,290.png,aug,aug_train_59,aug_train_59_eat.png
train,eat,291,291.png,aug,aug_train_60,aug_train_60_eat.png
train,eat,292,292.png,aug,aug_train_61,aug_train_61_eat.png
train,eat,293,293.png,aug,aug_train_62,aug_train_62_eat.png
train,eat,294,294.png,aug,aug_train_63,aug_train_63_eat.png
train,eat,295,295.png,aug,aug_train_64,aug_train_64_eat.png
train,eat,296,296.png,aug,aug_train_65,aug_train_65_eat.png
train,eat,297,297.png,aug,aug_train_66,aug_train_66_eat.png
train,eat,298,298.png,aug,aug_train_67,aug_train_67_eat.png
train,eat,299,299.png,aug,aug_train_68,aug_train_68_eat.png
train,eat,300,300.png,aug,aug_train_69,aug_train_69_eat.png
train,eat,301,301.png,aug,aug_train_70,aug_train_70_eat.png
train,eat,302,302.png,aug,aug_train_71,aug_train_71_eat.png
train,eat,303,303.png,aug,aug_train_72,aug_train_72_eat.png
train,eat,304,304.png,aug,aug_train_73,aug_train_73_eat.png
train,eat,305,305.png,aug,aug_train_74,aug_train_74_eat.png
train,eat,306,306.png,aug,aug_train_75,aug_train_75_eat.png
train,eat,307,307.png,aug,aug_train_76,aug_train_76_eat.png
train,eat,308,308.png,aug,aug_train_77,aug_train_77_eat.png
train,eat,309,309.png,aug,aug_train_78,aug_train_78_eat.png
train,eat,310,310.png,aug,aug_train_79,aug_train_79_eat.png
train,eat,311,311.png,aug,aug_train_80,aug_train_80_eat.png
train,eat,312,312.png,aug,aug_train_81,aug_train_81_eat.png
train,eat,313,313.png,aug,aug_train_82,aug_train_82_eat.png
train,eat,314,314.png,aug,aug_train_83,aug_train_83_eat.png
train,eat,315,315.png,aug,aug_train_84,aug_train_84_eat.png
train,eat,316,316.png,aug,aug_train_85,aug_train_85_eat.png
train,eat,317,317.png,aug,aug_train_86,aug_train_86_eat.png
train,eat,318,318.png,aug,aug_train_87,aug_train_87_eat.png
train,eat,319,319.png,aug,aug_train_88,aug_train_88_eat.png
